sickCd,sickNm,sickEngNm
D385,기타 호흡기관의 행동양식 불명 또는 미상의 신생물,Neoplasm of uncertain or unknown behaviour of other respiratory organs
D386,상세불명의 호흡기관의 행동양식 불명 또는 미상의 신생물,"Neoplasm of uncertain or unknown behaviour of respiratory organ, unspecified"
D39,여성생식기관의 행동양식 불명 또는 미상의 신생물,Neoplasm of uncertain or unknown behaviour of female genital organs
D390,자궁의 행동양식 불명 및 미상의 신생물,Neoplasm of uncertain or unknown behaviour of uterus
D391,난소의 행동양식 불명 및 미상의 신생물,Neoplasm of uncertain or unknown behaviour of ovary
D392,태반의 행동양식 불명 및 미상의 신생물,Neoplasm of uncertain or unknown behaviour of placenta
D397,기타 여성생식기관의 행동양식 불명 및 미상의 신생물,Neoplasm of uncertain or unknown behaviour of other female genital organs
D399,상세불명의 여성생식기관의 행동양식 불명 및 미상의 신생물,"Neoplasm of uncertain or unknown behaviour of female genital organ, unspecified"
D40,남성생식기관의 행동양식 불명 또는 미상의 신생물,Neoplasm of uncertain or unknown behaviour of male genital organs
D400,전립선의 행동양식 불명 또는 미상의 신생물,Neoplasm of uncertain or unknown behaviour of prostate
D401,고환의 행동양식 불명 또는 미상의 신생물,Neoplasm of uncertain or unknown behaviour of testis
D407,기타 남성생식기관의 행동양식 불명 또는 미상의 신생물,Neoplasm of uncertain or unknown behaviour of other male genital organs
D409,상세불명의 남성생식기관의 행동양식 불명 또는 미상의 신생물,"Neoplasm of uncertain or unknown behaviour of male genital organ, unspecified"
D41,비뇨기관의 행동양식 불명 또는 미상의 신생물,Neoplasm of uncertain or unknown behaviour of urinary organs
D410,신장의 행동양식 불명 또는 미상의 신생물,Neoplasm of uncertain or unknown behaviour of kidney
D411,신우의 행동양식 불명 또는 미상의 신생물,Neoplasm of uncertain or unknown behaviour of renal pelvis
D412,요관의 행동양식 불명 또는 미상의 신생물,Neoplasm of uncertain or unknown behaviour of ureter
D413,요도의 행동양식 불명 또는 미상의 신생물,Neoplasm of uncertain or unknown behaviour of urethra
D414,방광의 행동양식 불명 또는 미상의 신생물,Neoplasm of uncertain or unknown behaviour of bladder
D417,기타 비뇨기관의 행동양식 불명 또는 미상의 신생물,Neoplasm of uncertain or unknown behaviour of other urinary organs
D419,상세불명의 비뇨기관의 행동양식 불명 또는 미상의 신생물,"Neoplasm of uncertain or unknown behaviour of urinary organ, unspecified"
D42,수막의 행동양식 불명 또는 미상의 신생물,Neoplasm of uncertain or unknown behaviour of meninges
D420,뇌막의 행동양식 불명 또는 미상의 신생물,Neoplasm of uncertain or unknown behaviour of cerebral meninges
D421,척수막의 행동양식 불명 또는 미상의 신생물,Neoplasm of uncertain or unknown behaviour of spinal meninges
D429,상세불명의 수막의 행동양식 불명 또는 미상의 신생물,"Neoplasm of uncertain or unknown behaviour of meninges, unspecified"
D43,뇌 및 중추신경계통의 행동양식 불명 또는 미상의 신생물,Neoplasm of uncertain or unknown behaviour of brain and central nervous system
D430,천막상 뇌의 행동양식 불명 또는 미상의 신생물,"Neoplasm of uncertain or unknown behaviour of brain, supratentorial"
D431,천막하 뇌의 행동양식 불명 또는 미상의 신생물,"Neoplasm of uncertain or unknown behaviour of brain, infratentorial"
D432,상세불명의 뇌의 행동양식 불명 또는 미상의 신생물,"Neoplasm of uncertain or unknown behaviour of brain, unspecified"
D433,뇌신경의 행동양식 불명 또는 미상의 신생물,Neoplasm of uncertain or unknown behaviour of cranial nerves
D434,척수의 행동양식 불명 또는 미상의 신생물,Neoplasm of uncertain or unknown behaviour of spinal cord
D437,중추신경계통의 기타 부분의 행동양식 불명 또는 미상의 신생물,Neoplasm of uncertain or unknown behaviour of other parts of central nervous system
D439,상세불명의 중추신경계통의 행동양식 불명 또는 미상의 신생물,"Neoplasm of uncertain or unknown behaviour of central nervous system, unspecified"
D44,내분비선의 행동양식 불명 또는 미상의 신생물,Neoplasm of uncertain or unknown behaviour of endocrine glands
D440,갑상선의 행동양식 불명 또는 미상의 신생물,Neoplasm of uncertain or unknown behaviour of thyroid gland
D441,부신의 행동양식 불명 또는 미상의 신생물,Neoplasm of uncertain or unknown behaviour of adrenal gland
D442,부갑상선의 행동양식 불명 또는 미상의 신생물,Neoplasm of uncertain or unknown behaviour of parathyroid gland
D443,뇌하수체의 행동양식 불명 또는 미상의 신생물,Neoplasm of uncertain or unknown behaviour of pituitary gland
D444,두개인두관의 행동양식 불명 또는 미상의 신생물,Neoplasm of uncertain or unknown behaviour of craniopharyngeal duct
D445,송과선의 행동양식 불명 또는 미상의 신생물,Neoplasm of uncertain or unknown behaviour of pineal gland
D446,경동맥소체의 행동양식 불명 또는 미상의 신생물,Neoplasm of uncertain or unknown behaviour of carotid body
D447,대동맥소체 및 기타 부신경절의 행동양식 불명 또는 미상의 신생물,Neoplasm of uncertain or unknown behaviour of aortic body and other paraganglia
D448,다선성 침범의 행동양식 불명 또는 미상의 신생물,Neoplasm of uncertain or unknown behaviour of pluriglandular involvement
D449,상세불명의 내분비선의 행동양식 불명 또는 미상의 신생물,"Neoplasm of uncertain or unknown behaviour of endocrine gland, unspecified"
D45,진성 적혈구증가증,Polycythaemia vera
D46,골수형성이상증후군,Myelodysplastic syndromes
D460,고리철적혈모구가 없는 불응성 빈혈,"Refractory anaemia without ring sideroblasts, so stated"
D461,고리철적혈모구가 있는 불응성 빈혈,Refractory anaemia with ring sideroblasts
D462,모세포과잉의 불응성 빈혈[RAEB],Refractory anaemia with excess of blasts [RAEB]
D463,형질전환을 동반한 모구과잉의 불응성 빈혈,Refractory anemia with excess of blasts with transformation
D464,상세불명의 불응성 빈혈,"Refractory anaemia, unspecified"
D465,다세포계 형성이상을 동반한 불응성 빈혈,Refractory anaemia with multi-lineage dysplasia
D466,고립성 5q 결실 염색체이상을 동반한 골수형성이상증후군,Myelodysplastic syndrome with isolated del(5q) chromosomal abnormality
D467,기타 골수형성이상증후군,Other myelodysplastic syndromes
D469,상세불명의 골수형성이상증후군,"Myelodysplastic syndrome, unspecified"
D47,"림프, 조혈 및 관련 조직의 행동양식 불명 및 미상의 기타 신생물","Other neoplasms of uncertain or unknown behaviour of lymphoid, haematopoietic and related tissue"
D470,행동양식 불명 및 미상의 조직구 및 비만세포 종양,Histiocytic and mast cell tumours of uncertain and unknown behaviour
D471,만성 골수증식질환,Chronic myeloproliferative disease
D472,미결정의 단클론감마글로불린병증,Monoclonal gammopathy of undetermined significance (MGUS)
D473,본태성(출혈성) 혈소판혈증,Essential(haemorrhagic) thrombocythaemia
D474,골수섬유증,Osteomyelofibrosis
D475,만성 호산구성 백혈병[과호산구증후군],Chronic eosinophilic leukaemia [hypereosinophilic syndrome]
D477,"기타 명시된 림프, 조혈 및 관련 조직의 행동양식 불명 또는 미상의 신생물","Other specified neoplasms of uncertain or unknown behaviour of lymphoid, haematopoietic and related tissue"
D479,"림프, 조혈 및 관련 조직의 행동양식 불명 또는 미상의 상세불명 신생물","Neoplasm of uncertain or unknown behaviour of lymphoid, haematopoietic and related tissue, unspecified"
D48,기타 및 상세불명 부위의 행동양식 불명 또는 미상의 신생물,Neoplasm of uncertain or unknown behaviour of other and unspecified sites
D480,뼈 및 관절연골의 행동양식 불명 또는 미상의 신생물,Neoplasm of uncertain or unknown behaviour of bone and articular cartilage
D481,결합조직 및 기타 연조직의 행동양식 불명 또는 미상의 신생물,Neoplasm of uncertain or unknown behaviour of connective and other soft tissue
D482,말초신경 및 자율신경계통의 행동양식 불명 또는 미상의 신생물,Neoplasm of uncertain or unknown behaviour of peripheral nerves and autonomic nervous system
D483,후복막의 행동양식 불명 또는 미상의 신생물,Neoplasm of uncertain or unknown behaviour of retroperitoneum
D484,복막의 행동양식 불명 또는 미상의 신생물,Neoplasm of uncertain or unknown behaviour of peritoneum
D485,피부의 행동양식 불명 또는 미상의 신생물,Neoplasm of uncertain or unknown behaviour of skin
D486,유방의 행동양식 불명 또는 미상의 신생물,Neoplasm of uncertain or unknown behaviour of breast
D487,기타 명시된 부위의 행동양식 불명 또는 미상의 신생물,Neoplasm of uncertain or unknown behaviour of other specified sites
D489,상세불명의 행동양식 불명 또는 미상의 신생물,"Neoplasm of uncertain or unknown behaviour, unspecified"
D50,철결핍빈혈,Iron deficiency anaemia
D500,(만성) 실혈에 따른 이차성 철결핍빈혈,Iron deficiency anaemia secondary to blood loss (chronic)
D501,철결핍성 삼킴곤란,Sideropenic dysphagia
D508,기타 철결핍빈혈,Other iron deficiency anaemias
D509,상세불명의 철결핍빈혈,"Iron deficiency anaemia, unspecified"
D51,비타민B12결핍빈혈,Vitamin B12 deficiency anaemia
D510,내인인자 결핍에 의한 비타민B12결핍빈혈,Vitamin B12 deficiency anaemia due to intrinsic factor deficiency
D511,단백뇨를 동반한 선택적인 비타민 B12흡수장애에 의한 비타민B12결핍빈혈,Vitamin B12 deficiency anaemia due to selective Vitamin B12 malabsorption with proteinuria
D512,트랜스코발라민II결핍,Transcobalamin II deficiency
D513,기타 식사성 비타민B12결핍빈혈,Other dietary Vitamin B12 deficiency anaemia
D518,기타 비타민B12결핍빈혈,Other Vitamin B12 deficiency anaemias
D519,상세불명의 비타민B12결핍빈혈,"Vitamin B12 deficiency anaemia, unspecified"
D52,엽산결핍빈혈,Folate deficiency anaemia
D520,식사성 엽산결핍빈혈,Dietary folate deficiency anaemia
D521,약물유발 엽산결핍빈혈,Drug-induced folate deficiency anaemia
D528,기타 엽산결핍빈혈,Other folate deficiency anaemias
D529,상세불명의 엽산결핍빈혈,"Folate deficiency anaemias, unspecified"
D53,기타 영양성 빈혈,Other nutritional anaemias
D530,단백질결핍빈혈,Protein deficiency anaemia
D531,달리 분류되지 않은 기타 거대적모구빈혈,"Other megaloblastic anaemias, NEC"
D532,괴혈병빈혈,Scorbutic anaemia
D538,기타 명시된 영양성 빈혈,Other specified nutritional anaemias
D539,상세불명의 영양성 빈혈,"Nutritional anaemia, unspecified"
D55,효소장애에 의한 빈혈,Anaemia due to enzyme disorders
D550,포도당-6-인산탈수소효소결핍에 의한 빈혈,Anaemia due to glucose-6- phosphate dehydrogenase [G6PD] deficiency
D551,기타 글루타티온 대사장애에 의한 빈혈,Anaemia due to other disorders of glutathione metabolism
D552,해당효소의 장애에 의한 빈혈,Anaemia due to disorders of glycolytic enzymes
D553,뉴클레오타이드 대사장애에 의한 빈혈,Anaemia due to disorders of nucleotide metabolism
D558,기타 효소장애에 의한 빈혈,Other anaemias due to enzyme disorders
D559,상세불명의 효소장애에 의한 빈혈,"Anaemia due to enzyme disorder, unspecified"
D56,지중해빈혈,Thalassaemia
D560,알파지중해빈혈,Alpha thalassaemia
D561,베타지중해빈혈,Beta thalassaemia
D562,델타-베타지중해빈혈,Delta-beta thalassaemia
D563,지중해빈혈 소질,Thalassaemia trait
D564,태아헤모글로빈의 유전적 존속,Hereditary persistence of fetal haemoglobin [HPFH]
D568,기타 지중해빈혈,Other thalassaemias
D569,상세불명의 지중해빈혈,"Thalassaemia, unspecified"
D57,낫적혈구장애,Sickle-cell disorders
D570,발증을 동반한 낫적혈구빈혈,Sickle-cell anaemia with crisis
D571,발증을 동반하지 않은 낫적혈구빈혈,Sickle-cell anaemia without crisis
D572,이중이형접합낫적혈구장애,Double heterozygous sickling disorders
D573,낫적혈구 소질,Sickle-cell trait
D578,기타 낫적혈구장애,Other sickle-cell disorders
D58,기타 유전성 용혈성 빈혈,Other hereditary haemolytic anaemias
D580,유전성 구상적혈구증,Hereditary spherocytosis
D581,유전성 타원형적혈구증,Hereditary elliptocytosis
D582,기타 헤모글로빈병증,Other haemoglobinopathies
D588,기타 명시된 유전성 용혈성 빈혈,Other specified hereditary haemolytic anaemias
D589,상세불명의 유전성 용혈성 빈혈,"Hereditary haemolytic anaemia, unspecified"
D59,후천성 용혈성 빈혈,Acquired haemolytic anaemia
D590,약물유발 자가면역성 용혈성 빈혈,Drug-induced autoimmune haemolytic anaemia
